mysqladmin -P3306 -uroot -p -h127.0.0.1 -r -i 1 extended-status
+-----------------------------------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Variable_name                                 | Value                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Created_tmp_disk_tables                       | 49                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Created_tmp_files                             | 5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Created_tmp_tables                            | 157                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Delayed_errors                                | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Delayed_insert_threads                        | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Delayed_writes                                | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Flush_commands                                | 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Handler_commit                                | 77                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Handler_delete                                | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Handler_discover                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Handler_external_lock                         | 437                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Handler_mrr_init                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Handler_prepare                               | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Handler_read_first                            | 70                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Handler_read_key                              | 1991                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| Handler_read_last                             | 20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Handler_read_next                             | 2683                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| Handler_read_prev                             | 19980                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Handler_read_rnd                              | 1009                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| Handler_read_rnd_next                         | 38376                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Handler_rollback                              | 1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Handler_savepoint                             | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Handler_savepoint_rollback                    | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Handler_update                                | 851                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Handler_write                                 | 18234                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Innodb_buffer_pool_dump_status                | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_buffer_pool_load_status                | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_buffer_pool_resize_status              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_buffer_pool_pages_data                 | 256                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Innodb_buffer_pool_bytes_data                 | 4194304                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Innodb_buffer_pool_pages_dirty                | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_buffer_pool_bytes_dirty                | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_buffer_pool_pages_flushed              | 233                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Innodb_buffer_pool_pages_free                 | 254                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Innodb_buffer_pool_pages_misc                 | 2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_buffer_pool_pages_total                | 512                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Innodb_buffer_pool_read_ahead_rnd             | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_buffer_pool_read_ahead                 | 1148                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| Innodb_buffer_pool_read_ahead_evicted         | 247                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Innodb_buffer_pool_read_requests              | 21214                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Innodb_buffer_pool_reads                      | 849                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Innodb_buffer_pool_wait_free                  | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_buffer_pool_write_requests             | 3745                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| Innodb_data_fsyncs                            | 129                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Innodb_data_pending_fsyncs                    | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_data_pending_reads                     | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_data_pending_writes                    | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_data_read                              | 33460736                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| Innodb_data_reads                             | 2218                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| Innodb_data_writes                            | 343                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Innodb_data_written                           | 4567040                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Innodb_dblwr_pages_written                    | 43                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Innodb_dblwr_writes                           | 18                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Innodb_log_waits                              | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_log_write_requests                     | 8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_log_writes                             | 49                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Innodb_os_log_fsyncs                          | 80                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Innodb_os_log_pending_fsyncs                  | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_os_log_pending_writes                  | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_os_log_written                         | 29184                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Innodb_page_size                              | 16384                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Innodb_pages_created                          | 82                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Innodb_pages_read                             | 1996                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| Innodb_pages_written                          | 233                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| Innodb_row_lock_current_waits                 | 0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Innodb_row_lock_time                          | 5526                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
